summary_group,item_name,hf_name,hf_type,fy,num,den,avg_score,section,index
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),KIZIGURO dh,"Hospital (DH,PH,RH)",2023-2024,5.0,5.0,100.0,treatment,4589
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kabarondo (kayonza) CS,Health Center,2021-2022,5.0,5.0,100.0,treatment,4590
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kabarore CS,Health Center,2020-2021,5.0,5.0,100.0,treatment,4591
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kabarore CS,Health Center,2021-2022,0.0,5.0,0.0,treatment,4592
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kabgayi DH,"Hospital (DH,PH,RH)",2020-2021,5.0,5.0,100.0,treatment,4593
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kabgayi DH,"Hospital (DH,PH,RH)",2021-2022,4.0,5.0,80.0,treatment,4594
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kabutare DH,"Hospital (DH,PH,RH)",2020-2021,2.0,5.0,40.0,treatment,4595
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kabutare DH,"Hospital (DH,PH,RH)",2021-2022,5.0,5.0,100.0,treatment,4596
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kamonyi (gacurabwenge) CS,Health Center,2020-2021,0.0,5.0,0.0,treatment,4597
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kamonyi (gacurabwenge) CS,Health Center,2021-2022,0.0,5.0,0.0,treatment,4598
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kamonyi (ruharambuga) CS,Health Center,2022-2023,0.0,5.0,0.0,treatment,4599
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kamubuga CS,Health Center,2020-2021,0.0,0.0,,treatment,4600
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Karambo (gakenke) CS,Health Center,2020-2021,0.0,0.0,,treatment,4601
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Karengera CS,Health Center,2022-2023,0.0,5.0,0.0,treatment,4602
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kayenzi CS,Health Center,2020-2021,5.0,5.0,100.0,treatment,4603
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kayenzi CS,Health Center,2021-2022,0.0,5.0,0.0,treatment,4604
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kibayi CS,Health Center,2020-2021,0.0,5.0,0.0,treatment,4605
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kibayi CS,Health Center,2021-2022,4.0,5.0,80.0,treatment,4606
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kibilizi (gisagara) CS,Health Center,2020-2021,5.0,5.0,100.0,treatment,4607
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kibilizi (gisagara) CS,Health Center,2021-2022,4.0,5.0,80.0,treatment,4608
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kibilizi DH,"Hospital (DH,PH,RH)",2020-2021,4.0,5.0,80.0,treatment,4609
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kibilizi DH,"Hospital (DH,PH,RH)",2021-2022,0.0,5.0,0.0,treatment,4610
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kibingo (nyamasheke) CS,Health Center,2022-2023,2.0,5.0,40.0,treatment,4611
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kibogora DH,"Hospital (DH,PH,RH)",2022-2023,0.0,5.0,0.0,treatment,4612
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kibungo RH,"Hospital (DH,PH,RH)",2020-2021,0.0,0.0,,treatment,4613
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kibungo RH,"Hospital (DH,PH,RH)",2021-2022,5.0,5.0,100.0,treatment,4614
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kibuye CS,Health Center,2022-2023,5.0,5.0,100.0,treatment,4615
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kibuye RH,"Hospital (DH,PH,RH)",2022-2023,5.0,5.0,100.0,treatment,4616
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kigeme CS,Health Center,2021-2022,5.0,5.0,100.0,treatment,4617
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kigeme DH,"Hospital (DH,PH,RH)",2021-2022,5.0,5.0,100.0,treatment,4618
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kinazi CS,Health Center,2020-2021,1.0,5.0,20.0,treatment,4619
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kinazi CS,"Hospital (DH,PH,RH)",2021-2022,5.0,5.0,100.0,treatment,4620
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kinigi CS,Health Center,2020-2021,0.0,5.0,0.0,treatment,4621
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kinihira (rulindo) CS,Health Center,2020-2021,0.0,5.0,0.0,treatment,4622
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kinihira PH,"Hospital (DH,PH,RH)",2020-2021,5.0,5.0,100.0,treatment,4623
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kirehe CS,Health Center,2020-2021,0.0,0.0,,treatment,4624
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kirehe CS,Health Center,2021-2022,0.0,5.0,0.0,treatment,4625
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kirehe DH,"Hospital (DH,PH,RH)",2020-2021,0.0,0.0,,treatment,4626
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kirehe DH,"Hospital (DH,PH,RH)",2021-2022,0.0,5.0,0.0,treatment,4627
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kirinda CS,Health Center,2022-2023,4.0,5.0,80.0,treatment,4628
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kirinda DH,"Hospital (DH,PH,RH)",2022-2023,4.0,5.0,80.0,treatment,4629
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kisaro CS,Health Center,2020-2021,0.0,0.0,,treatment,4630
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kivu CS,Health Center,2021-2022,0.0,5.0,0.0,treatment,4631
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kivumu (muhanga) CS,Health Center,2020-2021,5.0,5.0,100.0,treatment,4632
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Kivumu (muhanga) CS,Health Center,2021-2022,5.0,5.0,100.0,treatment,4633
